Airline,Source,Destination,Total_Stops,Price,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min,Date,Month,Duration_Hours,Duration_Mins,Weekday,day/night
Jet Airways,Banglore,Delhi,1,19225,5,45,10,25,3,6,4.0,40,1,1.0
Jet Airways,Mumbai,Hyderabad,0,4995,7,5,8,30,27,5,1.0,25,1,1.0
IndiGo,Delhi,Cochin,1,5298,6,50,12,10,6,12,5.0,20,5,1.0
Jet Airways,Delhi,Cochin,2,9254,10,20,18,50,21,3,8.0,30,4,2.0
Jet Airways,Delhi,Cochin,1,5177,14,0,19,0,4,6,5.0,0,2,3.0
Vistara,Kolkata,Banglore,1,9345,20,20,23,25,21,5,3.0,5,2,5.0
Jet Airways,Kolkata,Banglore,1,10844,8,25,16,20,5,6,7.0,55,3,2.0
Air India,Delhi,Cochin,2,15428,5,55,7,40,3,3,1.0,45,7,1.0
IndiGo,Delhi,Cochin,1,7255,16,0,21,0,21,5,5.0,0,2,4.0
Jet Airways,Delhi,Cochin,1,12898,9,0,12,35,21,5,3.0,35,2,2.0
IndiGo,Banglore,Delhi,1,8707,13,40,18,35,3,1,4.0,55,4,3.0
Jet Airways,Delhi,Cochin,1,10262,18,15,12,35,6,3,18.0,20,3,4.0
Jet Airways,Kolkata,Banglore,1,13067,20,25,10,55,5,6,14.0,30,3,5.0
Jet Airways,Delhi,Cochin,1,10262,19,45,19,0,6,6,23.0,15,4,4.0
Air India,Kolkata,Banglore,0,4460,20,45,23,20,4,9,2.0,35,3,5.0
Jet Airways,Kolkata,Banglore,1,14571,14,5,23,35,24,5,9.0,30,5,3.0
Air India,Delhi,Cochin,2,10178,19,45,19,15,6,9,23.0,30,5,4.0
SpiceJet,Chennai,Kolkata,0,7718,17,45,20,5,3,1,2.0,20,4,4.0
Jet Airways,Delhi,Cochin,1,16376,2,15,12,35,21,5,10.0,20,2,6.0
Jet Airways,Mumbai,Hyderabad,0,5678,19,35,21,5,6,6,1.0,30,4,4.0
Multiple carriers,Delhi,Cochin,1,9103,10,35,19,0,5,9,8.0,25,4,2.0
Jet Airways,Delhi,Cochin,1,14714,13,0,4,25,6,6,15.0,25,4,3.0
SpiceJet,Delhi,Cochin,1,5583,15,45,22,5,24,6,6.0,20,1,3.0
IndiGo,Banglore,Delhi,0,4823,18,55,21,50,24,4,2.0,55,3,4.0
Jet Airways,Banglore,Delhi,0,4544,18,55,22,0,15,4,3.0,5,1,4.0
Air Asia,Delhi,Cochin,1,8759,7,55,13,25,18,5,5.0,30,6,1.0
Air Asia,Delhi,Cochin,1,6152,7,55,13,25,24,6,5.0,30,1,1.0
Jet Airways,Banglore,Delhi,1,11087,11,40,10,25,18,3,22.0,45,1,2.0
Air India,Kolkata,Banglore,2,11432,8,20,20,25,6,6,12.0,5,4,2.0
SpiceJet,Kolkata,Banglore,0,3815,17,15,19,45,27,3,2.0,30,3,4.0
Vistara,Kolkata,Banglore,1,8662,17,0,9,5,4,1,16.0,5,5,4.0
Jet Airways,Banglore,Delhi,1,17261,11,40,11,25,3,6,23.0,45,1,2.0
IndiGo,Kolkata,Banglore,1,4860,19,35,0,10,4,9,4.0,35,3,4.0
Air India,Delhi,Cochin,2,13442,17,15,19,15,3,3,2.0,0,7,4.0
Vistara,Mumbai,Hyderabad,1,12395,15,40,22,55,3,6,7.0,15,1,3.0
Air India,Kolkata,Banglore,1,6528,14,35,14,35,15,5,24.0,0,3,3.0
IndiGo,Delhi,Cochin,1,6314,4,55,21,0,6,1,16.0,5,7,1.0
IndiGo,Delhi,Cochin,1,6270,11,25,1,30,4,9,14.0,5,3,2.0
Jet Airways,Delhi,Cochin,1,14714,19,45,19,0,6,6,23.0,15,4,4.0
Multiple carriers,Delhi,Cochin,1,9359,9,15,19,15,15,6,10.0,0,6,2.0
Air India,Delhi,Cochin,0,6724,14,5,17,55,4,9,3.0,50,3,3.0
Jet Airways,Delhi,Cochin,1,10262,22,50,19,0,24,6,20.0,10,1,5.0
Vistara,Banglore,Delhi,0,4668,7,0,9,40,21,5,2.0,40,2,1.0
IndiGo,Delhi,Cochin,2,6610,11,55,21,20,3,6,9.0,25,1,2.0
SpiceJet,Chennai,Kolkata,0,3597,8,20,10,35,15,5,2.0,15,3,2.0
IndiGo,Kolkata,Banglore,0,4462,10,10,12,55,3,9,2.0,45,2,2.0
Air India,Delhi,Cochin,1,12677,6,5,9,25,3,6,3.0,20,1,1.0
Multiple carriers,Delhi,Cochin,1,23017,0,20,15,30,3,1,15.0,10,4,6.0
IndiGo,Kolkata,Banglore,0,4804,4,40,7,15,6,6,2.0,35,4,1.0
Multiple carriers,Delhi,Cochin,1,6795,12,50,1,30,27,5,12.0,40,1,3.0
Air India,Kolkata,Banglore,1,7662,12,0,13,15,18,5,1.0,15,6,3.0
Air India,Delhi,Cochin,2,12751,13,20,7,40,6,6,18.0,20,4,3.0
Jet Airways,Mumbai,Hyderabad,1,19595,20,45,16,50,3,6,20.0,5,1,5.0
Vistara,Banglore,Delhi,0,7975,7,0,9,40,3,9,2.0,40,2,1.0
Jet Airways,Kolkata,Banglore,1,14781,14,5,19,50,18,5,5.0,45,6,3.0
Jet Airways,Kolkata,Banglore,1,14781,8,25,20,45,5,9,12.0,20,4,2.0
Jet Airways,Kolkata,Banglore,1,10031,13,55,16,20,24,3,2.0,25,7,3.0
Jet Airways,Kolkata,Banglore,1,10844,14,5,19,50,6,9,5.0,45,5,3.0
Jet Airways,Banglore,Delhi,0,3502,19,50,22,50,5,9,3.0,0,4,4.0
Jet Airways,Delhi,Cochin,2,13292,9,35,4,25,6,1,18.0,50,7,2.0
Jet Airways,Kolkata,Banglore,1,14151,20,25,23,35,6,6,3.0,10,4,5.0
SpiceJet,Mumbai,Hyderabad,0,12475,5,45,7,5,3,1,1.0,20,4,1.0
Jet Airways,Delhi,Cochin,1,14714,20,55,12,35,6,3,15.0,40,3,5.0
Multiple carriers,Delhi,Cochin,1,8283,19,0,1,30,24,5,6.0,30,5,4.0
Jet Airways,Banglore,Delhi,1,11087,20,35,9,30,3,12,12.0,55,2,5.0
Jet Airways,Kolkata,Banglore,1,10844,14,5,19,50,21,5,5.0,45,2,3.0
IndiGo,Delhi,Cochin,1,5883,18,35,1,30,24,6,6.0,55,1,4.0
Air India,Banglore,Delhi,2,7664,5,50,16,20,15,3,10.0,30,5,1.0
Jet Airways,Delhi,Cochin,1,12898,8,0,4,25,27,5,20.0,25,1,2.0
Jet Airways,Delhi,Cochin,1,10262,22,50,19,0,6,12,20.0,10,5,5.0
Jet Airways,Kolkata,Banglore,1,13067,9,35,19,10,15,5,9.0,35,3,2.0
IndiGo,Kolkata,Banglore,0,4462,15,10,17,45,18,3,2.0,35,1,3.0
Jet Airways,Mumbai,Hyderabad,0,5678,2,55,4,20,27,6,1.0,25,4,6.0
Jet Airways,Kolkata,Banglore,1,14388,6,30,12,0,21,5,5.0,30,2,1.0
Jet Airways,Delhi,Cochin,1,14714,19,45,12,35,6,3,16.0,50,3,4.0
IndiGo,Kolkata,Banglore,0,4804,9,35,12,20,27,5,2.0,45,1,2.0
Air India,Delhi,Cochin,2,11281,5,0,7,40,5,9,2.0,40,4,1.0
Jet Airways,Kolkata,Banglore,1,11134,21,10,8,10,24,3,11.0,0,7,5.0
Air India,Mumbai,Hyderabad,2,11647,19,40,9,10,3,12,13.0,30,2,4.0
Jet Airways,Kolkata,Banglore,1,10539,17,0,21,5,6,9,4.0,5,5,4.0
Multiple carriers,Delhi,Cochin,1,12192,8,0,19,0,6,1,11.0,0,7,2.0
Air India,Banglore,Delhi,0,6121,13,20,16,10,24,4,2.0,50,3,3.0
Jet Airways,Kolkata,Banglore,1,13759,19,45,4,45,24,3,9.0,0,7,4.0
Multiple carriers,Delhi,Cochin,1,6427,10,20,1,35,27,3,15.0,15,3,2.0
IndiGo,Banglore,Delhi,0,3943,22,10,1,0,4,9,2.0,50,3,5.0
IndiGo,Banglore,Delhi,0,4284,22,10,1,0,5,12,2.0,50,4,5.0
IndiGo,Delhi,Cochin,1,8147,5,5,10,5,3,9,5.0,0,2,1.0
Jet Airways,Banglore,Delhi,0,3502,19,50,22,50,5,12,3.0,0,4,4.0
IndiGo,Mumbai,Hyderabad,0,3342,2,30,4,0,15,3,1.0,30,5,6.0
IndiGo,Banglore,Delhi,0,5734,6,0,8,45,21,3,2.0,45,4,1.0
SpiceJet,Kolkata,Banglore,1,8224,15,55,21,25,6,6,5.0,30,4,3.0
SpiceJet,Delhi,Cochin,1,9748,6,10,11,20,3,6,5.0,10,1,1.0
Jet Airways,Delhi,Cochin,2,8834,19,10,4,25,21,3,9.0,15,4,4.0
GoAir,Kolkata,Banglore,1,7102,16,40,0,15,5,6,7.0,35,3,4.0
Multiple carriers,Delhi,Cochin,1,13727,13,0,1,30,15,5,12.0,30,3,3.0
Jet Airways,Banglore,Delhi,1,11087,11,40,9,30,18,3,21.0,50,1,2.0
Jet Airways,Delhi,Cochin,2,10368,9,40,4,25,15,6,18.0,45,6,2.0
Jet Airways,Banglore,Delhi,0,7229,6,0,8,45,6,1,2.0,45,7,1.0
Jet Airways,Delhi,Cochin,1,10262,18,15,19,0,15,6,24.0,45,6,4.0
IndiGo,Banglore,Delhi,0,4823,20,0,22,50,15,4,2.0,50,1,5.0
IndiGo,Kolkata,Banglore,0,4804,4,40,7,15,24,5,2.0,35,5,1.0
IndiGo,Delhi,Cochin,1,10112,23,30,4,35,6,6,5.0,5,4,5.0
Jet Airways,Banglore,Delhi,0,7229,6,0,8,45,27,5,2.0,45,1,1.0
Jet Airways,Kolkata,Banglore,1,13067,17,0,22,5,24,5,5.0,5,5,4.0
Jet Airways,Delhi,Cochin,1,14714,14,0,4,25,6,3,14.0,25,3,3.0
Air India,Delhi,Cochin,1,8907,9,45,23,0,6,3,13.0,15,3,2.0
Jet Airways,Banglore,Delhi,0,7229,11,10,14,5,4,9,2.0,55,3,2.0
Multiple carriers,Delhi,Cochin,2,23017,17,50,1,35,3,3,7.0,45,7,4.0
IndiGo,Delhi,Cochin,1,6838,4,55,21,0,6,3,16.0,5,3,1.0
Multiple carriers,Delhi,Cochin,1,10406,7,5,21,0,6,12,13.0,55,5,1.0
Vistara,Mumbai,Hyderabad,1,12395,21,55,9,25,3,6,11.0,30,1,5.0
Air India,Kolkata,Banglore,1,10203,20,30,20,25,5,6,23.0,55,3,5.0
IndiGo,Mumbai,Hyderabad,0,4049,6,25,7,55,5,12,1.0,30,4,1.0
Jet Airways,Kolkata,Banglore,1,13401,20,25,18,0,6,9,21.0,35,5,5.0
Air India,Delhi,Cochin,2,9968,12,0,7,40,5,9,19.0,40,4,3.0
Jet Airways,Mumbai,Hyderabad,0,8040,10,20,11,50,5,6,1.0,30,3,2.0
Multiple carriers,Delhi,Cochin,1,6427,15,15,1,35,27,3,10.0,20,3,3.0
IndiGo,Chennai,Kolkata,0,5277,22,5,0,25,5,6,2.0,20,3,5.0
Jet Airways,Mumbai,Hyderabad,0,2228,2,55,4,20,4,1,1.0,25,5,6.0
Vistara,Banglore,Delhi,0,5613,21,0,23,50,24,5,2.0,50,5,5.0
IndiGo,Kolkata,Banglore,1,6669,17,35,22,15,5,12,4.0,40,4,4.0
Vistara,Chennai,Kolkata,0,11982,17,45,20,5,15,5,2.0,20,3,4.0
Jet Airways,Kolkata,Banglore,2,10118,6,30,7,25,21,5,24.0,55,2,1.0
IndiGo,Kolkata,Banglore,0,4148,21,25,0,5,15,3,2.0,40,5,5.0
Jet Airways,Delhi,Cochin,1,18371,2,15,12,35,6,9,10.0,20,5,6.0
Multiple carriers,Delhi,Cochin,1,13587,11,30,21,0,6,12,9.0,30,5,2.0
Air India,Delhi,Cochin,2,12760,17,15,19,15,6,6,2.0,0,4,4.0
Jet Airways,Delhi,Cochin,2,10368,9,40,4,25,6,6,18.0,45,4,2.0
IndiGo,Mumbai,Hyderabad,0,3175,2,35,4,5,6,1,1.0,30,7,6.0
SpiceJet,Chennai,Kolkata,0,3597,9,45,12,0,5,9,2.0,15,4,2.0
Multiple carriers,Delhi,Cochin,1,6733,11,30,1,30,27,5,14.0,0,1,2.0
Multiple carriers,Delhi,Cochin,1,12192,3,50,12,35,6,1,8.0,45,7,6.0
Jet Airways,Delhi,Cochin,2,15129,19,10,19,0,27,5,23.0,50,1,4.0
Vistara,Banglore,Delhi,0,4668,11,30,14,20,5,12,2.0,50,4,2.0
Jet Airways,Delhi,Cochin,1,10262,17,30,12,35,27,6,19.0,5,4,4.0
Jet Airways,Delhi,Cochin,2,15129,9,40,4,25,18,5,18.0,45,6,2.0
Multiple carriers,Delhi,Cochin,1,7878,7,10,22,30,6,3,15.0,20,3,1.0
Jet Airways,Mumbai,Hyderabad,0,8040,10,20,11,50,18,3,1.0,30,1,2.0
Jet Airways,Delhi,Cochin,1,12373,2,15,12,35,5,9,10.0,20,4,6.0
Air India,Delhi,Cochin,2,12392,17,15,19,15,18,5,2.0,0,6,4.0
IndiGo,Chennai,Kolkata,0,5277,22,5,0,25,18,5,2.0,20,6,5.0
Multiple carriers,Delhi,Cochin,1,7888,13,0,21,0,21,5,8.0,0,2,3.0
Multiple carriers,Delhi,Cochin,1,9001,8,45,19,15,6,3,10.0,30,3,2.0
IndiGo,Mumbai,Hyderabad,0,4049,6,20,7,45,21,3,1.0,25,4,1.0
IndiGo,Chennai,Kolkata,0,4326,5,15,7,35,24,3,2.0,20,7,1.0
IndiGo,Banglore,Delhi,0,4777,23,30,2,20,3,9,2.0,50,2,5.0
IndiGo,Delhi,Cochin,1,6838,11,30,21,0,21,3,9.0,30,4,2.0
IndiGo,Delhi,Cochin,1,6582,7,15,12,30,6,6,5.0,15,4,1.0
Jet Airways,Delhi,Cochin,1,10262,21,50,12,35,6,1,14.0,45,7,5.0
Air Asia,Banglore,Delhi,0,10873,23,25,2,10,3,1,2.0,45,4,5.0
Jet Airways,Delhi,Cochin,1,10262,2,15,12,35,27,6,10.0,20,4,6.0
IndiGo,Kolkata,Banglore,0,4148,5,30,8,20,27,3,2.0,50,3,1.0
IndiGo,Delhi,Cochin,2,6494,11,55,21,20,27,3,9.0,25,3,2.0
Jet Airways,Delhi,Cochin,1,12898,10,0,12,35,21,5,2.0,35,2,2.0
Air India,Delhi,Cochin,2,9968,5,0,19,15,6,9,34.5,15,5,1.0
Jet Airways,Delhi,Cochin,1,12898,15,0,4,25,21,5,13.0,25,2,3.0
Multiple carriers,Delhi,Cochin,1,7740,14,55,22,30,24,5,7.0,35,5,3.0
Air India,Kolkata,Banglore,1,7452,9,50,21,5,5,9,11.0,15,4,2.0
Jet Airways,Mumbai,Hyderabad,0,4160,7,10,8,35,21,3,1.0,25,4,1.0
IndiGo,Banglore,Delhi,0,4823,8,30,11,20,27,5,2.0,50,1,2.0
Air India,Delhi,Cochin,2,13486,10,55,19,15,18,5,8.0,20,6,2.0
Jet Airways,Banglore,Delhi,0,4544,18,55,22,0,27,4,3.0,5,6,4.0
Air India,Delhi,Cochin,2,10975,9,45,9,25,21,5,23.0,40,2,2.0
IndiGo,Chennai,Kolkata,0,3858,14,45,17,5,5,3,2.0,20,2,3.0
Jet Airways,Delhi,Cochin,2,15129,5,30,4,25,5,6,22.0,55,3,1.0
Air India,Delhi,Cochin,2,10975,9,45,9,25,15,6,23.0,40,6,2.0
Air Asia,Delhi,Cochin,1,6752,16,45,22,25,5,9,5.0,40,4,4.0
Air Asia,Kolkata,Banglore,0,3807,9,45,12,15,18,6,2.0,30,2,2.0
Air India,Delhi,Cochin,1,13832,12,30,9,25,3,6,20.0,55,1,3.0
Jet Airways,Banglore,Delhi,0,4544,18,55,22,0,4,6,3.0,5,2,4.0
Jet Airways,Kolkata,Banglore,1,14571,18,55,8,15,6,6,13.0,20,4,4.0
Vistara,Chennai,Kolkata,0,11982,17,45,20,5,24,6,2.0,20,1,4.0
Jet Airways,Mumbai,Hyderabad,0,8040,7,5,8,30,5,1,1.0,25,6,1.0
Vistara,Banglore,Delhi,0,11913,16,0,18,35,18,3,2.0,35,1,4.0
Air Asia,Kolkata,Banglore,1,5162,6,50,10,30,24,5,3.0,40,5,1.0
Jet Airways,Delhi,Cochin,2,13014,9,40,12,35,15,6,2.0,55,6,2.0
Jet Airways,Kolkata,Banglore,1,8586,21,10,4,40,18,5,7.0,30,6,5.0
Multiple carriers,Delhi,Cochin,1,10197,8,0,19,0,21,5,11.0,0,2,2.0
Vistara,Kolkata,Banglore,1,8610,17,0,20,20,5,1,3.0,20,6,4.0
Air Asia,Banglore,Delhi,0,7120,23,55,2,45,6,1,2.0,50,7,5.0
Air India,Delhi,Cochin,3,10703,5,15,19,15,5,9,34.5,0,4,1.0
Jet Airways,Delhi,Cochin,1,10262,9,0,4,25,6,1,19.0,25,7,2.0
Jet Airways,Delhi,Cochin,2,11507,5,30,19,0,27,6,13.0,30,4,1.0
IndiGo,Banglore,Delhi,0,3943,21,15,0,15,6,6,3.0,0,4,5.0
Jet Airways,Delhi,Cochin,2,13292,9,35,12,35,15,6,3.0,0,6,2.0
IndiGo,Banglore,Delhi,1,7166,13,40,18,35,21,3,4.0,55,4,3.0
Jet Airways,Delhi,Cochin,1,10262,13,0,19,0,15,6,6.0,0,6,3.0
Air Asia,Delhi,Cochin,1,6152,20,45,7,10,6,12,10.0,25,5,5.0
Jet Airways,Kolkata,Banglore,1,10703,9,35,22,5,15,5,12.0,30,3,2.0
Jet Airways,Banglore,Delhi,0,4030,7,10,10,10,21,5,3.0,0,2,1.0
Multiple carriers,Delhi,Cochin,1,17057,17,30,1,35,3,6,8.0,5,1,4.0
IndiGo,Chennai,Kolkata,0,3850,7,55,10,15,18,6,2.0,20,2,1.0
Jet Airways,Kolkata,Banglore,1,14388,20,0,9,20,5,6,13.0,20,3,5.0
IndiGo,Delhi,Cochin,1,4744,2,0,7,25,4,3,5.0,25,1,6.0
Jet Airways,Delhi,Cochin,1,10262,17,30,12,35,6,1,19.0,5,7,4.0
Air India,Banglore,Delhi,0,7591,21,10,23,55,3,3,2.0,45,7,5.0
Air Asia,Delhi,Cochin,1,6152,7,55,22,25,27,5,14.0,30,1,1.0
Jet Airways,Banglore,Delhi,1,15025,8,55,9,0,3,6,24.0,5,1,2.0
IndiGo,Mumbai,Hyderabad,0,6795,16,55,18,25,3,3,1.0,30,7,4.0
Air India,Kolkata,Banglore,1,10623,17,30,20,25,24,5,2.0,55,5,4.0
IndiGo,Chennai,Kolkata,0,3850,7,55,10,15,24,5,2.0,20,5,1.0
Jet Airways,Delhi,Cochin,2,6643,19,10,18,50,21,3,23.0,40,4,4.0
Jet Airways,Kolkata,Banglore,1,10844,14,5,22,35,5,1,8.0,30,6,3.0
Air India,Delhi,Cochin,2,10441,19,45,19,15,27,5,23.0,30,1,4.0
Multiple carriers,Delhi,Cochin,1,13377,17,30,1,30,27,6,8.0,0,4,4.0
Air India,Delhi,Cochin,2,13696,12,55,19,15,18,5,6.0,20,6,3.0
IndiGo,Banglore,Delhi,0,3943,0,25,3,15,6,3,2.0,50,3,6.0
Air India,Delhi,Cochin,2,9443,19,45,19,15,24,6,23.0,30,1,4.0
Jet Airways,Delhi,Cochin,2,13014,5,30,4,25,6,1,22.0,55,7,1.0
Air India,Banglore,Delhi,2,8114,17,0,22,55,24,3,5.0,55,7,4.0
SpiceJet,Delhi,Cochin,1,5583,6,5,11,20,24,6,5.0,15,1,1.0
Jet Airways,Banglore,Delhi,1,13817,16,55,8,15,3,12,15.0,20,2,4.0
Multiple carriers,Delhi,Cochin,1,6953,12,50,19,15,27,3,6.0,25,3,3.0
Multiple carriers,Delhi,Cochin,1,6637,10,20,21,0,27,3,10.0,40,3,2.0
IndiGo,Kolkata,Banglore,0,4174,9,35,12,20,4,3,2.0,45,1,2.0
Air India,Delhi,Cochin,2,8140,9,45,9,25,21,3,23.0,40,4,2.0
Jet Airways,Banglore,Delhi,1,13817,7,0,23,0,3,12,16.0,0,2,1.0
Jet Airways,Delhi,Cochin,1,10262,9,0,19,0,6,6,10.0,0,4,2.0
IndiGo,Delhi,Cochin,1,6496,15,10,20,0,18,5,4.0,50,6,3.0
IndiGo,Delhi,Cochin,1,10112,23,30,4,35,15,6,5.0,5,6,5.0
Air India,Delhi,Cochin,2,10467,13,15,9,25,27,5,20.0,10,1,3.0
IndiGo,Delhi,Cochin,1,6206,10,35,1,30,6,1,14.0,55,7,2.0
Air India,Kolkata,Banglore,2,10151,12,0,18,30,24,5,6.0,30,5,3.0
IndiGo,Kolkata,Banglore,0,4804,15,15,17,45,6,12,2.0,30,5,3.0
GoAir,Banglore,Delhi,0,5048,7,45,10,40,24,3,2.0,55,7,1.0
Jet Airways,Mumbai,Hyderabad,0,4050,2,55,4,20,6,6,1.0,25,4,6.0
SpiceJet,Banglore,Delhi,0,3919,9,30,12,20,6,1,2.0,50,7,2.0
Jet Airways,Kolkata,Banglore,1,11841,21,10,8,15,6,9,11.0,5,5,5.0
IndiGo,Delhi,Cochin,1,5065,20,25,1,30,24,4,5.0,5,3,5.0
Air India,Kolkata,Banglore,2,9626,12,0,18,30,5,9,6.0,30,4,3.0
IndiGo,Banglore,Delhi,0,3419,22,10,1,0,27,6,2.0,50,4,5.0
Air India,Kolkata,Banglore,3,14960,9,50,23,15,6,9,13.0,25,5,2.0
IndiGo,Banglore,Delhi,0,3943,21,15,0,15,6,9,3.0,0,5,5.0
Multiple carriers,Delhi,Cochin,1,14323,9,0,19,15,5,9,10.0,15,4,2.0
Air India,Kolkata,Banglore,2,11752,16,50,13,45,6,9,20.0,55,5,4.0
Multiple carriers,Delhi,Cochin,1,7677,8,30,19,15,6,6,10.0,45,4,2.0
Multiple carriers,Delhi,Cochin,1,14067,13,0,21,0,24,5,8.0,0,5,3.0
Jet Airways,Kolkata,Banglore,1,14781,21,10,9,20,5,1,12.0,10,6,5.0
Jet Airways,Kolkata,Banglore,1,11467,17,0,14,25,15,5,21.0,25,3,4.0
Jet Airways,Delhi,Cochin,2,16263,20,0,4,25,21,5,8.0,25,2,5.0
Jet Airways,Delhi,Cochin,1,12373,19,15,4,25,18,5,9.0,10,6,4.0
Multiple carriers,Delhi,Cochin,1,7005,12,50,21,0,15,6,8.0,10,6,3.0
IndiGo,Delhi,Cochin,1,7580,5,10,10,5,18,5,4.0,55,6,1.0
Air India,Delhi,Cochin,2,10441,22,0,19,15,18,5,21.0,15,6,5.0
Jet Airways,Banglore,Delhi,0,7229,17,45,20,45,18,5,3.0,0,6,4.0
IndiGo,Delhi,Cochin,1,6093,6,40,21,0,4,9,14.0,20,3,1.0
SpiceJet,Kolkata,Banglore,0,3873,6,55,9,30,15,6,2.0,35,6,1.0
Jet Airways,Delhi,Cochin,1,10262,21,50,4,25,24,6,6.0,35,1,5.0
Jet Airways,Kolkata,Banglore,1,13364,14,5,23,35,4,1,9.0,30,5,3.0
Jet Airways,Delhi,Cochin,1,12373,2,15,12,35,15,5,10.0,20,3,6.0
SpiceJet,Mumbai,Hyderabad,0,1965,22,45,0,15,5,12,1.0,30,4,5.0
Multiple carriers,Delhi,Cochin,1,7005,12,50,21,0,6,6,8.0,10,4,3.0
Air India,Banglore,Delhi,0,4441,10,0,12,45,18,3,2.0,45,1,2.0
Multiple carriers,Delhi,Cochin,1,11098,4,45,18,50,21,3,14.0,5,4,1.0
IndiGo,Delhi,Cochin,1,7318,9,15,1,30,21,5,16.0,15,2,2.0
Jet Airways,Delhi,Cochin,1,12767,7,5,4,25,21,3,21.0,20,4,1.0
SpiceJet,Kolkata,Banglore,1,10654,15,55,21,15,24,3,5.0,20,7,3.0
SpiceJet,Delhi,Cochin,1,6297,15,45,22,5,6,9,6.0,20,5,3.0
Multiple carriers,Delhi,Cochin,1,11265,9,45,16,10,3,3,6.0,25,7,2.0
Air India,Mumbai,Hyderabad,2,11972,17,20,14,50,3,6,2.0,30,1,4.0
Multiple carriers,Delhi,Cochin,1,13587,7,5,21,0,6,9,13.0,55,5,1.0
IndiGo,Kolkata,Banglore,0,4804,17,15,19,50,6,3,2.0,35,3,4.0
Air India,Kolkata,Banglore,2,8366,9,25,18,20,5,1,8.0,55,6,2.0
Air India,Kolkata,Banglore,1,8366,9,25,7,55,18,5,22.0,30,6,2.0
Air India,Kolkata,Banglore,2,10697,8,20,21,50,18,5,13.0,30,6,2.0
Jet Airways,Delhi,Cochin,2,15129,5,30,19,0,21,5,13.0,30,2,1.0
IndiGo,Chennai,Kolkata,0,3858,14,45,17,5,18,5,2.0,20,6,3.0
Jet Airways,Banglore,Delhi,0,7229,18,55,22,0,4,6,3.0,5,2,4.0
IndiGo,Delhi,Cochin,1,6937,16,0,21,0,27,4,5.0,0,6,4.0
Jet Airways,Delhi,Cochin,1,14714,14,0,19,0,24,6,5.0,0,1,3.0
Jet Airways,Banglore,Delhi,1,9134,5,45,16,10,15,3,10.0,25,5,1.0
Jet Airways,Delhi,Cochin,1,10577,7,5,19,0,6,3,11.0,55,3,1.0
Jet Airways,Kolkata,Banglore,1,14388,20,0,10,5,5,6,14.0,5,3,5.0
Air India,Delhi,Cochin,1,8991,13,30,8,15,6,12,18.0,45,5,3.0
Air India,Delhi,Cochin,2,12436,12,55,19,15,27,5,6.0,20,1,3.0
Air India,Banglore,Delhi,2,12515,6,45,9,25,3,12,2.0,40,2,1.0
SpiceJet,Delhi,Cochin,1,5583,15,45,22,5,15,6,6.0,20,6,3.0
Air India,Delhi,Cochin,1,10840,23,0,7,40,3,9,8.0,40,2,5.0
Jet Airways,Delhi,Cochin,2,14300,12,15,12,35,27,6,24.0,20,4,3.0
SpiceJet,Banglore,Delhi,0,5515,21,10,0,5,18,4,2.0,55,4,5.0
Jet Airways,Kolkata,Banglore,1,10844,14,5,20,45,15,5,6.0,40,3,3.0
Jet Airways,Kolkata,Banglore,1,11134,16,55,9,15,24,3,16.0,20,7,4.0
Air India,Banglore,Delhi,0,6121,10,0,12,45,24,4,2.0,45,3,2.0
Air India,Kolkata,Banglore,2,10676,12,0,7,55,21,5,19.0,55,2,3.0
Jet Airways,Kolkata,Banglore,1,14781,16,30,22,35,5,1,6.0,5,6,4.0
Jet Airways,Banglore,Delhi,0,4544,19,50,22,50,4,6,3.0,0,2,4.0
GoAir,Banglore,Delhi,0,4632,7,45,10,40,4,6,2.0,55,2,1.0
Jet Airways,Delhi,Cochin,2,10929,19,10,4,25,21,3,9.0,15,4,4.0
Air Asia,Kolkata,Banglore,0,4409,10,20,12,55,21,4,2.0,35,7,2.0
SpiceJet,Kolkata,Banglore,0,3873,6,55,9,30,5,1,2.0,35,6,1.0
Jet Airways,Banglore,Delhi,0,4030,7,10,10,10,27,5,3.0,0,1,1.0
Air Asia,Kolkata,Banglore,0,3807,22,50,1,20,5,9,2.0,30,4,5.0
Air India,Kolkata,Banglore,2,12140,10,0,1,20,5,12,15.0,20,4,2.0
SpiceJet,Kolkata,Banglore,0,4096,9,0,11,30,3,6,2.0,30,1,2.0
Jet Airways,Delhi,Cochin,2,14300,18,20,12,35,15,6,18.0,15,6,4.0
Multiple carriers,Delhi,Cochin,1,6007,11,40,21,0,27,6,9.0,20,4,2.0
IndiGo,Kolkata,Banglore,0,4174,14,25,16,55,4,1,2.0,30,5,3.0
SpiceJet,Chennai,Kolkata,0,3597,17,45,20,5,21,6,2.0,20,5,4.0
Air India,Delhi,Cochin,2,9548,12,0,19,15,24,6,7.0,15,1,3.0
Air India,Banglore,Delhi,1,8714,8,50,15,15,15,3,6.0,25,5,2.0
Vistara,Kolkata,Banglore,1,8085,17,0,20,20,6,12,3.0,20,5,4.0
Jet Airways,Delhi,Cochin,2,10368,19,30,4,25,6,3,8.0,55,3,4.0
Air India,Delhi,Cochin,2,10975,7,5,9,25,27,6,2.0,20,4,1.0
Multiple carriers,Delhi,Cochin,1,7670,7,30,21,0,5,9,13.0,30,4,1.0
